name,price,stock_quantity,category,image_url
"Clear Purse for Women Stadium Approved, Clear Crossbody Bag with Zipper Closure, Transparent Purse for Concert Sports",12.99,42,Women's Handbags,https://m.media-amazon.com/images/I/61AtFGoi0JL._AC_UL320_.jpg
Women's Tazz Slipper,129.95,101,Women's Shoes,https://m.media-amazon.com/images/I/81nJHNKs5iL._AC_UL320_.jpg
Bike Cover Outdoor Waterproof Bicycle Covers Rain Sun UV Dust Wind Proof with Lock Hole for Mountain Road Electric Bike,15.99,33,Sports & Fitness,https://m.media-amazon.com/images/I/6120oPdOFQS._AC_UL320_.jpg
"Bike Chain Lock, 5 Digit Combination Heavy Duty Anti Theft Bicycle Chain Lock, 3.2 Feet Long Security Resettable Bike Locks for Bike, Bicycle, Scooter, Motorcycle, Door, Gate, Fence",18.99,23,Sports & Fitness,https://m.media-amazon.com/images/I/7119xNNNqWL._AC_UL320_.jpg
"Softbox Photography Lighting Kit, 27"" x 27"" Continuous Lighting Kit with 3 Color Temperature 85W 3000K-7500K Bulb, Photo Studio Lighting for Video Recording, Advertising Shooting",42.99,127,Camera & Photo,https://m.media-amazon.com/images/I/61SGwA427jL._AC_UL320_.jpg
"Spell Candles 48 Pack 4"" Tall x 1/2"" Dia, 12 Colors 4 Mini Candles Black, White, Green, Red, Yellow, Orange, Blue, Brown, Pink, Purple, Grey, Non-Metallic Gold, Free Candle Spell E-Book",16.99,43,Home Decor Products,https://m.media-amazon.com/images/I/61yfNNcFTrL._AC_UL320_.jpg
"Purline Replacement for Brita® Water Filter, Pitchers and Dispensers, Classic 35557, OB03, Mavea® 107007, Replacement for Brita® Pitchers Grand, Lake, Capri, Wave and More (6 Pack)",21.99,22,Home Appliances,https://m.media-amazon.com/images/I/71Fg4VReWeL._AC_UL320_.jpg
"JLab Go Air Pop True Wireless Bluetooth Earbuds + Charging Case - Slate - Dual Connect - IPX4 Sweat Resistance - Bluetooth 5.1 Connection - 3 EQ Sound Settings Signature, Balanced, Bass Boost",24.88,52,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71jKdsDEBSL._AC_UL320_.jpg
8 Pack Refill Cartridge Kit Replacement Only Blue,24.99,17,Sports & Fitness,https://m.media-amazon.com/images/I/71cG5+J+o8L._AC_UL320_.jpg
"POWMEE M1 Kids Headphones Wired Headphone for Kids,Foldable Adjustable Stereo Tangle-Free,3.5MM Jack Wire Cord On-Ear Headphone for Children (Blue)",10.99,106,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71iHz1BCPCL._AC_UL320_.jpg
"Women's Value, Crew Soft Moisture-Wicking Socks, Available in 10 and 14-Packs",10.97,65,Women's Clothing,https://m.media-amazon.com/images/I/81mobFPzsvS._AC_UL320_.jpg
"Handmade Womens Long Wallet, Leather Large Capacity, Floral Western,Cell Phone Case Holster Bag Slim Credit Card Holder Cute Coin Purse Thin Zip Clutch Handbag(Dark Brown)",39.99,133,Women's Handbags,https://m.media-amazon.com/images/I/71mzzVgL91L._AC_UL320_.jpg
"Large Size Magnetic Letters, Cute Animal Alphabet ABC Magnets for Fridge Colorful Uppercase Animals Toys Set Educational Spelling Learning Games for Kids, Toddlers 3 4 5 Years Old",9.99,35,Learning & Education Toys,https://m.media-amazon.com/images/I/91Zd1uJI5IL._AC_UL320_.jpg
"Bodyprox Ankle Support Brace, Breathable Neoprene Sleeve, Adjustable Wrap!",9.99,17,Sports & Fitness,https://m.media-amazon.com/images/I/81mEoQ2pm-L._AC_UL320_.jpg
"AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor",389.00,13,Computer Components,https://m.media-amazon.com/images/I/51HqC0rU9HL._AC_UL320_.jpg
Counting Dinosaur Toys Matching Color Sorting Stacking Games with Bowls Preschool Learning Activities for Educational Sensory Montessori STEM Toy Sets Gift for Toddlers Kids Boys Girls Aged 3+,11.29,48,Learning & Education Toys,https://m.media-amazon.com/images/I/71vBkxPqFdL._AC_UL320_.jpg
Adhesive Bra Strapless Sticky Invisible Push up Silicone Bra for Backless Dress with Nipple Covers,22.49,92,Women's Clothing,https://m.media-amazon.com/images/I/71BjTRukTTL._AC_UL320_.jpg
"Chunky Gold Hoop Earrings for Women, Dupes Earrings Lightweight Waterdrop Hollow Open Hoops, Hypoallergenic Gold Plated Earrings Fashion Jewelry for Women Girls",13.99,74,Women's Jewelry,https://m.media-amazon.com/images/I/51M5LtK3b+L._AC_UL320_.jpg
Nintendo Switch™ with Neon Blue and Neon Red Joy‑Con™,299.00,56,Video Games,https://m.media-amazon.com/images/I/71pIS8f417L._AC_UY218_.jpg
"Affresh Coffee Maker Cleaner, Works with Multi-cup and Single-serve Brewers, 3 Tablets",5.99,111,Home Appliances,https://m.media-amazon.com/images/I/71Ff+DZyiGL._AC_UL320_.jpg
Men's Low Neck Running Shoes,139.95,70,Men's Shoes,https://m.media-amazon.com/images/I/71b32AZf89L._AC_UL320_.jpg
Large Crossbody Bags Ladies Shoulder Handbags Purse and Wallet Set for Women Totes Hobo Purses,40.99,5,Women's Handbags,https://m.media-amazon.com/images/I/717MBscOz8L._AC_UL320_.jpg
"yiyisibao Magnet Toys for 3 Year Old Boys & Girls, Magnetic Blocks STEM Learning Educational Building Blocks for Kids Ages 4-8, Toddler Toys 40 PCS Montessori Toys for 2 Year Old Boys",19.99,57,Toys & Games,https://m.media-amazon.com/images/I/71Xycvf4kyL._AC_UL320_.jpg
Premium Pizza Cutter Wheel - Stainless Steel - Easy to Cut and Clean - Super Sharp Pizza Slicer - Dishwasher Safe - Handles Large and Small Pizza - Corte De Pizza(Red),4.95,136,Kitchen & Dining,https://m.media-amazon.com/images/I/71wpWLWIJML._AC_UL320_.jpg
Men's Dri-tech Moisture Control Crew Socks Multipack,12.99,52,Outdoor Recreation,https://m.media-amazon.com/images/I/A1Agn+s+mOL._AC_UL320_.jpg
"Pillow Cube Side Cube Pro - Most Popular (5”) Bed Pillows for Sleeping on Your Side, Cooling Memory Foam Pillow Support Head & Neck for Pain Relief - King, Queen, Twin 24""x12""x5""",89.99,63,Bedding,https://m.media-amazon.com/images/I/71xgX3HTOeS._AC_UL320_.jpg
Women's Slouch Sock 3 Pair Pack,12.60,70,Women's Clothing,https://m.media-amazon.com/images/I/71av7iHTuRL._AC_UL320_.jpg
"Kids Guitar Musical Toy Ukulele Classical Instrument(Brown),with Extra Harmonica 16 Holes",9.99,48,Learning & Education Toys,https://m.media-amazon.com/images/I/61wbYTsnzhL._AC_UL320_.jpg
"Shock Doctor Pro Mouth Guard, Shock Absorbing Mouth Protection, Custom Fit, Adult & Youth",7.99,125,Sports & Fitness,https://m.media-amazon.com/images/I/710TCPdOn1L._AC_UL320_.jpg
"Kiddiworld Dinosaur Toys for 3 4 5 Year Old Boys Gifts, Dinosaurs Toys for Kids 3-5-7, Dino Figures Activity Play Mat Christmas Birthday Gifts for Girls Toddler Toys Age 2-4",25.99,83,Toys & Games,https://m.media-amazon.com/images/I/81nJriec0SL._AC_UL320_.jpg
"Amazon Basics DisplayPort to HDMI Display Cable, Uni-Directional, 4K@60Hz, 1920x1200, 1080p, Gold-Plated Plugs, 6 Foot, Black",16.63,116,Home Audio & Theater Products,https://m.media-amazon.com/images/I/61UmdN0+5XL._AC_UL320_.jpg
"4 Piece sheet Set - Breathable & Cooling - Hotel Luxury bed sheets - Extra Soft,Deep Pockets,Easy Fit, Wrinkle Free,Comfy - White - king Size",34.99,4,Bedding,https://m.media-amazon.com/images/I/61nY9nYn30L._AC_UL320_.jpg
"14K Gold/Silver Plated Snake Chain Necklace Herringbone Necklace Gold Choker Necklaces for Women Girl Gifts Jewelry 1.5/3/5MM(W) 14""/16""(L)",15.99,140,Women's Jewelry,https://m.media-amazon.com/images/I/510giQAF66L._AC_UL320_.jpg
womens Court Legacy,100.00,4,Women's Shoes,https://m.media-amazon.com/images/I/61DOlkBbfJL._AC_UL320_.jpg
"TYBOATLE Modern Buffet Cabinet with Storage, Boho Farmhouse Accent Sideboard with 2 Kraft Woven Rattan Doors and Adjustable Shelves, Kitchen Console Table for Entry, Living Room, Hallway (Natural Ash)",78.88,143,Furniture,https://m.media-amazon.com/images/I/71NRKCaFA5L._AC_UL320_.jpg
"Higher Power Shorts - High-Rise Waist Shapewear, Tummy Control, Breathable",34.64,138,Women's Clothing,https://m.media-amazon.com/images/I/61bWXLQZYkL._AC_UL320_.jpg
S-Biner SlideLock Stainless Steel,2.97,54,Outdoor Recreation,https://m.media-amazon.com/images/I/715T6hx5FtS._AC_UL320_.jpg
"Lenovo IdeaPad Flex 5-2023 - Touchscreen 2-in-1 Laptop - Windows 11 Home - 14"" FHD Display - 16GB Memory - 256GB Storage - AMD Ryzen 5 5500U - Abyss Blue",539.99,113,Computers & Tablets,https://m.media-amazon.com/images/I/718cys6JGoL._AC_UL320_.jpg
Women's Flannel Plaid Shacket Long Sleeve Button Down Chest Pocketed Shirts Jacket Coats,32.89,43,Women's Clothing,https://m.media-amazon.com/images/I/61LSELYQ26L._AC_UL320_.jpg
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel Core i7-12700F 2.1GHz, GeForce RTX 3060 12GB, 16GB DDR4, 1TB NVMe SSD, WiFi & Win 11 Home (GXiVR8040A12), Black",1074.97,65,Computers & Tablets,https://m.media-amazon.com/images/I/71FLsWWmE8L._AC_UL320_.jpg
"GE RPWFE Refrigerator Water Filter | Certified to Reduce Lead, Sulfur, and 50+ Other Impurities | Replace Every 6 Months for Best Results | Pack of 1",49.99,15,Home Appliances,https://m.media-amazon.com/images/I/714hFSDGtSL._AC_UL320_.jpg
"Xbox Elite Series 2 Core Wireless Controller – White – Xbox Series X|S, Xbox One, and Windows Devices",99.00,65,Video Games,https://m.media-amazon.com/images/I/61H321AbQuL._AC_UY218_.jpg
"SAMSUNG Galaxy Buds 2 True Wireless Earbuds Noise Cancelling Ambient Sound Bluetooth Lightweight Comfort Fit Touch Control US Version, Graphite",109.00,110,Cell Phones & Accessories,https://m.media-amazon.com/images/I/51O0iIuohnL._AC_UL320_.jpg
